Name,Category,Equipment
30 Back Standing Low Cable Bar Row,Middle Back,Cable
30 Back Standing Low Cable Rope Row,Middle Back,Cable
30 Back Straight-Arm Bar Pull-Down,Middle Back,Cable
30 Back Straight-Arm Rope Pull-Down,Middle Back,Cable
30 Back Wide-Grip Behind-The-Head Pull-Down,Middle Back,Cable
30 Back Wide-Grip Pull-Down,Middle Back,Cable
30 back Wide-Grip Seated Cable Row,Middle Back,Cable
Rower,Middle Back,Machine
Seated Cable Rows,Middle Back,Cable
Smith machine bent-over row,Middle Back,Machine
Leverage High Row,Middle Back,Machine
Machine Low Row,Middle Back,Machine
Standing lat pull-down,Middle Back,Machine
30 Back Machine Seated Row,Middle Back,Machine
30 Back Smith Machine Push-Up,Middle Back,Machine
Mixed Grip Chin,Middle Back,Body Only
Rhomboids SMR,Middle Back,Body Only
Spinal Stretch,Middle Back,Body Only
Upper Back Stretch,Middle Back,Body Only
Middle Back Stretch,Middle Back,Body Only
TBS Pull-Up,Middle Back,Body Only
HM Angel Stretch,Middle Back,Body Only
UNS Foam Roll Upper Back,Middle Back,Body Only
30 Back Neutral-Grip Pull-Down,Middle Back,Body Only
30 Back Pull-Up,Middle Back,Body Only
30 Back Reverse-Grip Pull-Up,Middle Back,Body Only
ACFT Medicine ball overhead power throw,Middle Back,Medicine Ball
Upright Row - With Bands,Traps,Bands
Band seated row,Traps,Bands
Barbell shrug,Traps,Barbell
Barbell behind-the-back shrug,Traps,Barbell
Clean Shrug,Traps,Barbell
Snatch Shrug,Traps,Barbell
Single-arm inverted row,Traps,Barbell
Kettlebell sumo deadlift high pull,Traps,Kettlebells
Standing dumbbell shrug,Traps,Dumbbell
Standing dumbbell upright row,Traps,Dumbbell
Dumbbell pull-over,Traps,Dumbbell
Standing Dumbbell Shrug - Gethin Variation,Traps,Dumbbell
Single-arm dumbbell row,Traps,Dumbbell
Lying Face Down Plate Neck Resistance,Neck,Other
Lying Face Up Plate Neck Resistance,Neck,Other
Seated Head Harness Neck Resistance,Neck,Other
Cable straight-bar upright row,Traps,Cable
Cable shrug,Traps,Cable
Smith machine shrug,Traps,Machine
Leverage Shrug,Traps,Machine
Calf-Machine Shoulder Shrug,Traps,Machine
Smith machine behind-the-back shrug,Traps,Machine
Smith machine upright row,Traps,Machine
Machine low row-,Traps,Machine
Machine Shrug - Gethin Variation,Traps,Machine
Smith machine single-arm shrug,Traps,Machine
Isometric Neck Exercise - Sides,Neck,Body Only
Isometric Neck Exercise - Front And Back,Neck,Body Only
Neck Bridge Prone,Neck,Body Only
Side Neck Stretch,Neck,Body Only
Neck-SMR,Neck,Body Only
Scapular Pull-Up,Traps,None
Single-leg depth squat,Quadriceps,Bands
Squats - With Bands,Quadriceps,Bands
Hip Flexion with Band,Quadriceps,Bands
Forward Band Walk,Quadriceps,Bands
Boss Everline Resistance-Band Pull Sprint,Quadriceps,Bands
Banded jump squat,Quadriceps,Bands
Speed Box Squat,Quadriceps,Bands
HM Banded Squat Toe Tap,Quadriceps,Bands
UP Band Abducted Squat,Quadriceps,Bands
FYR2 Lateral Band Walk,Quadriceps,Bands
FYR2 Banded Squat Hold-Pulse-Jump Complex,Quadriceps,Bands
Band split squat,Quadriceps,Bands
Band front squat,Quadriceps,Bands
Squat hold with band pull-apart,Quadriceps,Bands
Banded squat toe tap,Quadriceps,Bands
Band overhead squat,Quadriceps,Bands
Quadriceps SMR,Quadriceps,Foam Roll
Clean from Blocks,Quadriceps,Barbell
Barbell Full Squat,Quadriceps,Barbell
Barbell back squat to box,Quadriceps,Barbell
Push-press,Quadriceps,Barbell
Power snatch-,Quadriceps,Barbell
Hang Clean,Quadriceps,Barbell
Barbell walking lunge,Quadriceps,Barbell
Olympic Squat,Quadriceps,Barbell
Narrow-stance squat,Quadriceps,Barbell
Box Squat with Bands,Quadriceps,Barbell
Weighted Jump Squat,Quadriceps,Barbell
Squat with Chains,Quadriceps,Barbell
Barbell Squat,Quadriceps,Barbell
Barbell front squat,Quadriceps,Barbell
Barbell forward lunge,Quadriceps,Barbell
Smith machine box squat,Quadriceps,Barbell
Barbell step-up,Quadriceps,Barbell
Barbell Bulgarian split squat,Quadriceps,Barbell
Hang Clean - Below the Knees,Quadriceps,Barbell
Barbell hack squat,Quadriceps,Barbell
Hack Squat,Quadriceps,Barbell
Barbell thruster,Quadriceps,Barbell
Split Jerk,Quadriceps,Barbell
Push-jerk,Quadriceps,Barbell
Barbell back squat,Quadriceps,Barbell
Zercher squat,Quadriceps,Barbell
Jefferson Squats,Quadriceps,Barbell
Jerk Dip Squat,Quadriceps,Barbell
Barbell side split squat,Quadriceps,Barbell
Frankenstein Squat,Quadriceps,Barbell
Barbell speed squat,Quadriceps,Barbell
Single-arm side deadlift,Quadriceps,Barbell
Barbell Squat To A Bench,Quadriceps,Barbell
Clean Pull,Quadriceps,Barbell
Front Barbell Squat To A Bench,Quadriceps,Barbell
Barbell reverse lunge,Quadriceps,Barbell
Split Clean,Quadriceps,Barbell
Close-stance dumbbell front squat,Quadriceps,Barbell
Front Squat (Clean Grip),Quadriceps,Barbell
Barbell front squat to back squat,Quadriceps,Barbell
Squat Jerk,Quadriceps,Barbell
Barbell Front-To-Back Squat,Quadriceps,Barbell
Box Squat with Chains,Quadriceps,Barbell
Snatch from Blocks,Quadriceps,Barbell
Power Snatch from Blocks,Quadriceps,Barbell
Front Squat (Bodybuilder),Quadriceps,Barbell
Barbell step-down reverse lunge,Quadriceps,Barbell
Squat with Bands,Quadriceps,Barbell
Heaving Snatch Balance,Quadriceps,Barbell
Snatch Balance,Quadriceps,Barbell
Reverse Band Power Squat,Quadriceps,Barbell
Paul Carter Back Squat,Quadriceps,Barbell
Paul Carter Barbell Split Squat,Quadriceps,Barbell
TBS High-Bar Back Squat,Quadriceps,Barbell
TBS Barbell Front Squat,Quadriceps,Barbell
Squat - Gethin Variation,Quadriceps,Barbell
Front-To-Back Barbell Squat,Quadriceps,Barbell
Barbell Lunge - Gethin Variation,Quadriceps,Barbell
Rack Deadlift - Gethin Variation,Quadriceps,Barbell
Barbell Squat - Gethin Variation,Quadriceps,Barbell
Barbell Good Morning - Gethin Variation,Quadriceps,Barbell
AM Barbell Squat,Quadriceps,Barbell
Plyometric Power Clean,Quadriceps,Barbell
Banded Split Jerk,Quadriceps,Barbell
UP Squat,Quadriceps,Barbell
UN Barbell Back Squat,Quadriceps,Barbell
UN Barbell Box Squat,Quadriceps,Barbell
UN Barbell Front Squat,Quadriceps,Barbell
KV Bulgarian Split Squat,Quadriceps,Barbell
King Maker Barbell Back Squat,Quadriceps,Barbell
King Maker Barbell Deadlift,Quadriceps,Barbell
30 Legs Barbell Back Squat,Quadriceps,Barbell
30 Legs Barbell Front Squat,Quadriceps,Barbell
Barbell Back Squats,Quadriceps,Barbell
Front Squats With Two Kettlebells,Quadriceps,Kettlebells
Kettlebell Pistol Squat,Quadriceps,Kettlebells
Goblet Squat,Quadriceps,Kettlebells
Kettlebell Curtsy Lunge,Quadriceps,Kettlebells
Single-arm kettlebell overhead squat,Quadriceps,Kettlebells
Kettlebell side squat,Quadriceps,Kettlebells
Kettlebell sumo squat,Quadriceps,Kettlebells
Kettlebell thruster progression,Quadriceps,Kettlebells
Kettlebell power clean,Quadriceps,Kettlebells
Kettlebell fire feet,Quadriceps,Kettlebells
Single Arm Overhead Kettlebell Squat,Quadriceps,Kettlebells
Pulsing goblet squat,Quadriceps,Kettlebells
Double-kettlebell alternating lunge to clean,Quadriceps,Kettlebells
FYR Goblet Squat,Quadriceps,Kettlebells
FYR Kettlebell Sumo Squat,Quadriceps,Kettlebells
Double-kettlebell front squat,Quadriceps,Kettlebells
FYR Kettlebell Squat Clean,Quadriceps,Kettlebells
Single-arm kettlebell front squat,Quadriceps,Kettlebells
Kettlebell front rack lunge,Quadriceps,Kettlebells
HM Turkish Get-Up,Quadriceps,Kettlebells
HM Single-Leg Romanian Deadlift,Quadriceps,Kettlebells
Taylor Single-Arm Kettlebell Front Squat,Quadriceps,Kettlebells
Taylor Kettlebell Goblet Squat,Quadriceps,Kettlebells
Goblet squat-,Quadriceps,Kettlebells
Holman Kettlebell Squat Clean,Quadriceps,Kettlebells
Holman Kettlebell Swing,Quadriceps,Kettlebells
Holman Kettlebell Swing Transfer,Quadriceps,Kettlebells
Dumbbell goblet squat-,Quadriceps,Kettlebells
Robertson Kettlebell Jump,Quadriceps,Kettlebells
FYR2 Alternating Kettlebell Squat Clean,Quadriceps,Kettlebells
FYR2 Banded Double-Kettlebell Squat Pulse,Quadriceps,Kettlebells
FYR2 Double-Kettlebell Ballin' Lunge,Quadriceps,Kettlebells
FYR2 Double-Kettlebell Front Rack Lunge,Quadriceps,Kettlebells
FYR2 Double-Kettlebell Front Squat,Quadriceps,Kettlebells
FYR2 Explosive Kettlebell Jump Squat,Quadriceps,Kettlebells
FYR2 Kettlebell Goblet Squat,Quadriceps,Kettlebells
FYR2 Kettlebell Reverse Lunge Switch Grip,Quadriceps,Kettlebells
FYR2 Kettlebell Reverse Lunge to Kneeling Press,Quadriceps,Kettlebells
FYR2 Kettlebell Sumo Squat Pulse,Quadriceps,Kettlebells
FYR2 Reverse Lunge to Single-Leg Kettlebell Deadlift,Quadriceps,Kettlebells
FYR2 Kettlebell Goblet-Squat-Deadlift Complex,Quadriceps,Kettlebells
FYR2 Kettlebell Squat-Press-Deadlift Complex,Quadriceps,Kettlebells
Goblet Squats,Quadriceps,Kettlebells
Dumbbell Goblet Squat,Quadriceps,Dumbbell
Dumbbell squat,Quadriceps,Dumbbell
Dumbbell Lunges,Quadriceps,Dumbbell
Dumbbell reverse lunge,Quadriceps,Dumbbell
Split Squat with Dumbbells,Quadriceps,Dumbbell
Dumbbell sumo squat,Quadriceps,Dumbbell
Dumbbell seated box jump,Quadriceps,Dumbbell
Dumbbell step-up,Quadriceps,Dumbbell
Dumbbell Walking Lunge,Quadriceps,Dumbbell
Dumbbell Squat To A Bench,Quadriceps,Dumbbell
Dumbbell thruster,Quadriceps,Dumbbell
Dumbbell front squat,Quadriceps,Dumbbell
Single-Arm Dumbbell Overhead Squat,Quadriceps,Dumbbell
Dumbbell lateral hop,Quadriceps,Dumbbell
Dumbbell lunge with biceps curl,Quadriceps,Dumbbell
Dumbbell Pistol Squat,Quadriceps,Dumbbell
Dumbbell Squat Snatch,Quadriceps,Dumbbell
Dumbbell Alternating Lunge,Quadriceps,Dumbbell
Dumbbell jump squat,Quadriceps,Dumbbell
Dumbbell Side Lunge,Quadriceps,Dumbbell
Boss Everline Dumbbell Lunge Jump,Quadriceps,Dumbbell
Dumbbell Fix Dumbbell Split Squat,Quadriceps,Dumbbell
Single-leg dumbbell Romanian deadlift,Quadriceps,Dumbbell
Dumbbell Fix Dumbbell Alternating Reverse Lunge,Quadriceps,Dumbbell
Dumbbell Fix Turkish Get-Up,Quadriceps,Dumbbell
Seesaw lunge,Quadriceps,Dumbbell
FYR Dumbbell Front Squat,Quadriceps,Dumbbell
Dumbbell split squat,Quadriceps,Dumbbell
Dumbbell deadlift,Quadriceps,Dumbbell
Single-arm stiff-legged deadlift,Quadriceps,Dumbbell
HM Dumbbell Overhead Squat,Quadriceps,Dumbbell
HM Dumbbell Squat,Quadriceps,Dumbbell
UNS Dumbbell Goblet Squat,Quadriceps,Dumbbell
Single-Arm Dumbbell Snatch,Quadriceps,Dumbbell
KV Dumbbell Lunges,Quadriceps,Dumbbell
Holman Squat to Biceps Curl,Quadriceps,Dumbbell
Holman Burpee to Biceps Curl,Quadriceps,Dumbbell
Holman Slow Weighted Reverse Lunge,Quadriceps,Dumbbell
Holman Slow Weighted Plie Squat,Quadriceps,Dumbbell
Holman Weighted Lunge Jump with Biceps Curl,Quadriceps,Dumbbell
Holman Left Reverse Lunge Chest Press to Left Knee-Up Chest Press,Quadriceps,Dumbbell
Holman Weighted Lunge Jump with Chest Press,Quadriceps,Dumbbell
Holman Weighted Half Jack to Biceps Curl,Quadriceps,Dumbbell
Holman Weighted Half Jack to Chest Press,Quadriceps,Dumbbell
Holman 180 Jump to Renegade Side Raise,Quadriceps,Dumbbell
Holman Right Reverse Lunge Biceps Curl to Right Knee-Up Biceps Curl,Quadriceps,Dumbbell
Holman Roll-Back to Squat Thrust to Renegade Row,Quadriceps,Dumbbell
Holman Roll-Back to Squat Thrust to Renegade Triceps Press,Quadriceps,Dumbbell
Holman Weighted Narrow Squat Jump,Quadriceps,Dumbbell
Holman Diagonal Deadlift,Quadriceps,Dumbbell
Holman Weighted Burpee to Triceps Press,Quadriceps,Dumbbell
Holman Squat Thrust Overhead Press,Quadriceps,Dumbbell
Holman Weighted Burpee to Chest Press,Quadriceps,Dumbbell
Holman Squat to Right-Arm Overhead Press,Quadriceps,Dumbbell
Holman Right Lunge Jump with Right Overhead Press,Quadriceps,Dumbbell
Holman Left Lunge Jump with Left Overhead Press,Quadriceps,Dumbbell
Holman Heavy Hip Drive,Quadriceps,Dumbbell
Holman Squat to Left-Arm Overhead Press,Quadriceps,Dumbbell
Holman Weighted Lunge Jump to Floor Lunge Jump,Quadriceps,Dumbbell
Holman Alternating Weighted Lunge Jump to Chest Press,Quadriceps,Dumbbell
Holman Weighted Burpee to Overhead Alternating Reverse Lunge,Quadriceps,Dumbbell
Holman Weighted 180 Jump to Chest Press,Quadriceps,Dumbbell
Holman Alternating Side Squat Overhead Press,Quadriceps,Dumbbell
Holman Right Lunge with Right Biceps Curl,Quadriceps,Dumbbell
Holman Left Lunge with Left Biceps Curl,Quadriceps,Dumbbell
Holman Squat Thrust to Alternating Front Raise,Quadriceps,Dumbbell
Dumbbell racked reverse lunge,Quadriceps,Dumbbell
Total Fitness Dumbbell Reverse Lunge,Quadriceps,Dumbbell
Single-arm dumbbell snatch-,Quadriceps,Dumbbell
Total Fitness Dumbbell Step-Up,Quadriceps,Dumbbell
Single-arm dumbbell front squat,Quadriceps,Dumbbell
King Maker Weighted Jump Squat,Quadriceps,Dumbbell
3D dumbbell lunge,Quadriceps,Dumbbell
MetaBurn Dumbbell Burpee,Quadriceps,Dumbbell
Dumbbell jump squat with rotation,Quadriceps,Dumbbell
MetaBurn Dumbbell Wide Squat to Rack,Quadriceps,Dumbbell
MetaBurn Reverse Lunge To High Pull,Quadriceps,Dumbbell
MetaBurn Reverse Lunge With Overhead Raise,Quadriceps,Dumbbell
MetaBurn Squat to Triceps Extension,Quadriceps,Dumbbell
30 Legs Dumbbell Goblet Squat,Quadriceps,Dumbbell
30 Legs Dumbbell Squat,Quadriceps,Dumbbell
Dumbbell step-down reverse lunge,Quadriceps,Dumbbell
Tire flip,Quadriceps,Other
Single Leg Push-off,Quadriceps,Other
Bear crawl sled drag,Quadriceps,Other
Bicycling,Quadriceps,Other
Hex-bar deadlift,Quadriceps,Other
Skating,Quadriceps,Other
Weighted sissy squat,Quadriceps,Other
Dumbbell step-up,Quadriceps,Dumbbell
Yoke Walk,Quadriceps,Other
Front Cone Hops (or hurdle hops),Quadriceps,Other
Weighted Squat,Quadriceps,Other
Bench skip,Quadriceps,Other
Backward Drag,Quadriceps,Other
Sled Push,Quadriceps,Other
Barbell squat with plate slide,Quadriceps,Other
Suspended split squat,Quadriceps,Other
Intermediate Hip Flexor and Quad Stretch,Quadriceps,Other
Sled Drag - Harness,Quadriceps,Other
Burpee over barbell,Quadriceps,Other
Dumbbell walking lunge-,Quadriceps,Other
Single-Leg Box Jump,Quadriceps,Other
Conan's Wheel,Quadriceps,Other
Single-Leg Hop Progression,Quadriceps,Other
Rickshaw Deadlift,Quadriceps,Other
Single-cone sprint drill,Quadriceps,Other
Single-Leg Stride Jump,Quadriceps,Other
Trap Bar Jump,Quadriceps,Other
Single-Leg Lateral Hop,Quadriceps,Other
Burpee Box-Jumps,Quadriceps,Other
Sandbag Load,Quadriceps,Other
Single-leg knee-tap squat,Quadriceps,Other
Car Deadlift,Quadriceps,Other
Barbell Squat To A Box,Quadriceps,Other
Double Under,Quadriceps,Other
Plate push,Quadriceps,Other
Hybrid deadlift,Quadriceps,Other
Boss Everline Suspension Side Run,Quadriceps,Other
Boss Everline Lunge Sled Push,Quadriceps,Other
Squat Bottom Position Hold,Quadriceps,Other
TRX Squat Jump,Quadriceps,Other
Landmine squat,Quadriceps,Other
Dumbbell Bulgarian split squat,Quadriceps,Other
Holman Towel Alternating Prisoner Reverse Lunge,Quadriceps,Other
Holman Weighted Burpee to Belly Touch,Quadriceps,Other
Holman Weighted Burpee to Front Punch,Quadriceps,Other
Holman Weighted Low Squat Punch,Quadriceps,Other
Holman Weighted Hook Punch to Squat Thrust,Quadriceps,Other
Holman Towel Alternating Side Lunge Squat,Quadriceps,Other
Holman Weighted Burpee to Renegade Side Punch,Quadriceps,Other
Holman Weighted Reverse Lunge to Knee-Up Overhead Press,Quadriceps,Other
Holman Lunge Jump with Overhead Press,Quadriceps,Other
Holman Weighted Burpee to Belly Touch to Standing T,Quadriceps,Other
Holman Weighted Squat Jump,Quadriceps,Other
Holman Weighted Plie Squat,Quadriceps,Other
Holman Heels-Elevated Sissy Squat,Quadriceps,Other
Holman Squat Jump to Overhead Press,Quadriceps,Other
Holman 180 Jump to Overhead Press,Quadriceps,Other
Holman Weighted Burpee to Row,Quadriceps,Other
Holman Weighted Burpee to 180 Jump,Quadriceps,Other
Holman Weighted 180 Jump,Quadriceps,Other
Holman Weighted Narrow-Mid-Wide Hop,Quadriceps,Other
Holman Alternating Weighted Diagonal Burpee,Quadriceps,Other
Holman Towel Burpee to Push-Up,Quadriceps,Other
Holman Towel Right Side Squat,Quadriceps,Other
ACFT Sprint-drag-carry,Quadriceps,Other
Cable Hip Adduction,Quadriceps,Cable
Cable Deadlifts,Quadriceps,Cable
KV Cable Squat,Quadriceps,Cable
Single-Leg Press,Quadriceps,Machine
Stair climber,Quadriceps,Machine
Leg Press,Quadriceps,Machine
Elliptical trainer,Quadriceps,Machine
Narrow-stance leg press,Quadriceps,Machine
Narrow Stance Hack Squats,Quadriceps,Machine
Stairmaster,Quadriceps,Machine
Machine Squat,Quadriceps,Machine
Smith machine back squat,Quadriceps,Machine
Leg Extensions,Quadriceps,Machine
Treadmill running,Quadriceps,Machine
Stationary bike,Quadriceps,Machine
Treadmill jogging,Quadriceps,Machine
Recumbent Bike,Quadriceps,Machine
Smith machine leg press,Quadriceps,Machine
Lying Machine Squat,Quadriceps,Machine
Seated Leg Press,Quadriceps,Machine
Smith machine pistol squat,Quadriceps,Machine
Leverage Deadlift,Quadriceps,Machine
Leg press-,Quadriceps,Machine
TBS Hack Squat,Quadriceps,Machine
Leg Extensions - Gethin Variation,Quadriceps,Machine
Seated leg press-,Quadriceps,Machine
Smith machine front squat,Quadriceps,Machine
Machine Deadlift - Gethin Variation,Quadriceps,Machine
Single-leg hack squat,Quadriceps,Machine
Narrow-stance hack squat,Quadriceps,Machine
Alternating Single-Leg Curl - Gethin Variation,Quadriceps,Machine
Stiff-Legged Deadlift - Gethin Variation,Quadriceps,Machine
Single-Leg Press - Gethin Variation,Quadriceps,Machine
Hack squat-,Quadriceps,Machine
Smith machine lunge squat,Quadriceps,Machine
Hack Squat - Gethin Variation,Quadriceps,Machine
Leg Press - Gethin Variation,Quadriceps,Machine
AM Leg Press,Quadriceps,Machine
Leg extension,Quadriceps,Machine
UP Quad Extension,Quadriceps,Machine
UP Single-Leg Press,Quadriceps,Machine
UP Leg Press,Quadriceps,Machine
Pop Squat On Leg Press,Quadriceps,Machine
King Maker Leg Press,Quadriceps,Machine
Single-leg leg press,Quadriceps,Machine
King Maker Hack Squat,Quadriceps,Machine
30 Legs Feet-High Leg Press,Quadriceps,Machine
30 Legs Leg Press,Quadriceps,Machine
30 Legs Leg Press Calf Raise,Quadriceps,Machine
30 Legs Lying Leg Curl,Quadriceps,Machine
30 Legs Machine Hack Squat,Quadriceps,Machine
30 Legs Single-Leg Leg Extension,Quadriceps,Machine
30 Legs Single-Leg Leg Press,Quadriceps,Machine
30 Legs Single-Leg Lying Leg Curl,Quadriceps,Machine
30 Legs Smith Machine Split Squat,Quadriceps,Machine
30 Legs Smith Machine Squat,Quadriceps,Machine
Jumping rope,Quadriceps,Body Only
Forward lunge,Quadriceps,Body Only
Side-to-side box skip,Quadriceps,Body Only
Bodyweight squat,Quadriceps,Body Only
Broad jump,Quadriceps,Body Only
Burpee,Quadriceps,Body Only
Trail Running/Walking,Quadriceps,Body Only
Scissors Jump,Quadriceps,Body Only
Jumping jack-,Quadriceps,Body Only
Arms-crossed jump squat,Quadriceps,Body Only
Bodyweight Reverse Lunge,Quadriceps,Body Only
Alien Squat,Quadriceps,Body Only
Treadmill walking,Quadriceps,Body Only
Rocket Jump,Quadriceps,Body Only
Depth jump box jump,Quadriceps,Body Only
Bodyweight Walking Lunge,Quadriceps,Body Only
Walking High Knees,Quadriceps,Body Only
Lateral lunge,Quadriceps,Body Only
Jump Squat,Quadriceps,Body Only
Over bench jump,Quadriceps,Body Only
Split Jump,Quadriceps,Body Only
90-degree jump squat,Quadriceps,Body Only
Skip,Quadriceps,Body Only
Kneeling hip flexor stretch,Quadriceps,Body Only
Iron Crosses (stretch),Quadriceps,Body Only
All Fours Quad Stretch,Quadriceps,Body Only
Lying quad stretch with band,Quadriceps,Body Only
One Half Locust,Quadriceps,Body Only
Standing Hip Flexors,Quadriceps,Body Only
Looking At Ceiling,Quadriceps,Body Only
Rear Leg Raises,Quadriceps,Body Only
On Your Side Quad Stretch,Quadriceps,Body Only
On-Your-Back Quad Stretch,Quadriceps,Body Only
Standing Elevated Quad Stretch,Quadriceps,Body Only
Thigh killa,Quadriceps,Body Only
Southpaw sprawl,Quadriceps,Body Only
Stride Jump Crossover,Quadriceps,Body Only
Side Standing Long Jump,Quadriceps,Body Only
Wall squat,Quadriceps,Body Only
Slide Jump Shot,Quadriceps,Body Only
Sprawl frog kick,Quadriceps,Body Only
Lateral Speed Step,Quadriceps,Body Only
Side Hop-Sprint,Quadriceps,Body Only
Pop squat,Quadriceps,Body Only
Star Jump,Quadriceps,Body Only
Side Lunge Touching Heel,Quadriceps,Body Only
Lying Prone Quadriceps,Quadriceps,Body Only
Fast Kick With Arm Circles,Quadriceps,Body Only
Single-leg box squat,Quadriceps,Body Only
Defensive Slide,Quadriceps,Body Only
Quick Leap,Quadriceps,Body Only
Vertical Mountain Climber,Quadriceps,Body Only
Reverse Burpee,Quadriceps,Body Only
Football Up-Down,Quadriceps,Body Only
Jump lunge heel kick,Quadriceps,Body Only
Burpee box jump,Quadriceps,Body Only
Linear Depth Jump,Quadriceps,Body Only
Slow Jog,Quadriceps,Body Only
High knees,Quadriceps,Body Only
Jumping Jack,Quadriceps,Body Only
Square Hop,Quadriceps,Body Only
Running lunge,Quadriceps,Body Only
In-out jump squat,Quadriceps,Body Only
Gorilla squat,Quadriceps,Body Only
Burpee tuck jump,Quadriceps,Body Only
Speed skater,Quadriceps,Body Only
Jumping knee up-down,Quadriceps,Body Only
Jump Lunge To Feet Jack,Quadriceps,Body Only
Reverse Lunge Rotation,Quadriceps,Body Only
Alternating standing knee-pull stretch,Quadriceps,Body Only
Seal jack,Quadriceps,Body Only
Kneeling quad thoracic stretch,Quadriceps,Body Only
Single-Leg Squat With Knee Tap,Quadriceps,Body Only
Shuttle run,Quadriceps,Body Only
Squat Isometric Hold,Quadriceps,Body Only
Wall sit,Quadriceps,Body Only
Walking lunge with hip extension,Quadriceps,Body Only
Squat with alternating side leg raise,Quadriceps,Body Only
Lateral Squats,Quadriceps,Body Only
Walking lunge with twist,Quadriceps,Body Only
Boss Everline Backward Lunge Walk,Quadriceps,Body Only
Reverse Diagonal Skaters,Quadriceps,Body Only
FYR Air Squat,Quadriceps,Body Only
FYR Tuck Jump,Quadriceps,Body Only
Push-up sprawl tuck jump,Quadriceps,Body Only
FYR Running Lunge,Quadriceps,Body Only
FYR Jumping Lunge,Quadriceps,Body Only
FYR Sprawl Frog Kick,Quadriceps,Body Only
Jump squat-,Quadriceps,Body Only
FYR Sprinter Burpee,Quadriceps,Body Only
Single-leg burpee,Quadriceps,Body Only
FYR Gorilla Squat,Quadriceps,Body Only
Banded compass jump squat,Quadriceps,Body Only
In-out sprawl,Quadriceps,Body Only
Knee-tuck kick-up,Quadriceps,Body Only
Bear crawl donkey kick,Quadriceps,Body Only
Southpaw sprawl with push-up,Quadriceps,Body Only
Bouncing lunge,Quadriceps,Body Only
Bodyweight Squat - Gethin Variation,Quadriceps,Body Only
FYR Alternating Lunge,Quadriceps,Body Only
Bodyweight Walking Lunge - Gethin Variation,Quadriceps,Body Only
Seated Quad Contraction,Quadriceps,Body Only
HM Squat with Alternating Leg Extension,Quadriceps,Body Only
HM Air Squat,Quadriceps,Body Only
HM Alternating Jump Lunge,Quadriceps,Body Only
HM Alternating Lunge-In-Place,Quadriceps,Body Only
HM Alternating Side Lunge,Quadriceps,Body Only
HM Sumo Pulse,Quadriceps,Body Only
HM Sumo Squat,Quadriceps,Body Only
HM Alternating Side-Kick,Quadriceps,Body Only
HM Tuck-Up Burpee,Quadriceps,Body Only
HM Bear Crawl,Quadriceps,Body Only
HM Bear Stance Fire Hydrant,Quadriceps,Body Only
HM Walking Frankenstein,Quadriceps,Body Only
HM Walking Hip Stretch,Quadriceps,Body Only
HM Wide Jump Squat,Quadriceps,Body Only
HM Boxer Shuffle,Quadriceps,Body Only
HM Running Lunge,Quadriceps,Body Only
HM Bulgarian Split Squat On Chair,Quadriceps,Body Only
HM Burpee,Quadriceps,Body Only
HM Butterfly,Quadriceps,Body Only
HM Alternating Lunge Push-Up,Quadriceps,Body Only
HM Comet,Quadriceps,Body Only
HM Couch Stretch,Quadriceps,Body Only
HM Down Up,Quadriceps,Body Only
HM Duck Walk,Quadriceps,Body Only
HM Fragon,Quadriceps,Body Only
HM Frankenstein,Quadriceps,Body Only
HM Single-Leg Squat on Chair,Quadriceps,Body Only
HM Single-Leg Touchdown,Quadriceps,Body Only
HM Speed Skater,Quadriceps,Body Only
HM Squat Jump,Quadriceps,Body Only
HM Squat Lunge,Quadriceps,Body Only
HM Garland Pose,Quadriceps,Body Only
HM High Knees,Quadriceps,Body Only
HM In-And-Out Squat,Quadriceps,Body Only
HM In-And-Out Squat Jump,Quadriceps,Body Only
HM Jumping Jack,Quadriceps,Body Only
HM Jumping Knee-Up,Quadriceps,Body Only
HM Jumping Rope,Quadriceps,Body Only
HM Right Calf-Spike Sumo Pulse,Quadriceps,Body Only
HM Reverse Lunge with Kick,Quadriceps,Body Only
HM Left Knee-Up,Quadriceps,Body Only
HM Left-Leg Lunge And Kick-Out,Quadriceps,Body Only
HM Mountain Pose,Quadriceps,Body Only
HM Butt Kickers,Quadriceps,Body Only
HM Right-Leg Lunge And Kick-Out,Quadriceps,Body Only
HM Sumo Get-Up,Quadriceps,Body Only
AM Jump Squat,Quadriceps,Body Only
AM Bodyweight Squat,Quadriceps,Body Only
High knees sprawl drill,Quadriceps,Body Only
UP Bulgarian Split Squat,Quadriceps,Body Only
UN Forward Lunge,Quadriceps,Body Only
UN Front Foot Elevated Split Squat,Quadriceps,Body Only
UNS Half-Kneeling Hip Flexor Stretch,Quadriceps,Body Only
UNS Low Depth Jump,Quadriceps,Body Only
UNS Forward-To-Reverse Lunge,Quadriceps,Body Only
Holman Towel Squat Thrust,Quadriceps,Body Only
Holman Towel Alternating Prisoner Squat,Quadriceps,Body Only
Holman Towel Alternating Lateral Lunge,Quadriceps,Body Only
Holman Squat Pull-Through Jump,Quadriceps,Body Only
Holman 180 Jump,Quadriceps,Body Only
Holman Foot-Elevated Knee-Up to Squat,Quadriceps,Body Only
Holman Feet-Elevated Squat Thrust,Quadriceps,Body Only
Holman Hands-Elevated Lunge Jump,Quadriceps,Body Only
Holman Hands-Elevated Jack to Split Jump,Quadriceps,Body Only
